34911,2019,cf,Sex Not Available,pre,p4,l1,nopc,nob/c,206500,,,,360,not_neg,not_int,not_lpsm,268000,home,1U,7020,CRIF,714,CIB,65-74,77.05223881,south,direct,1,47
34912,2019,cf,Sex Not Available,nopre,p4,l1,nopc,nob/c,216500,3.99,0.6938,4250.25,300,not_neg,not_int,not_lpsm,238000,home,1U,7620,CRIF,700,EXP,25-34,90.96638655,south,direct,0,20
34913,2019,cf,Sex Not Available,,p3,l1,nopc,nob/c,296500,4.5,0.2576,4026,300,not_neg,not_int,not_lpsm,368000,home,1U,7260,EXP,765,EXP,>74,80.57065217,south,direct,0,47
34914,2019,cf,Joint,pre,p3,l1,nopc,b/c,196500,4.5,1.6666,1700.49,240,not_neg,not_int,not_lpsm,248000,home,1U,4740,CIB,735,EXP,65-74,79.23387097,central,direct,0,46
34915,2019,cf,Female,nopre,p3,l1,nopc,nob/c,726500,,,,360,not_neg,not_int,not_lpsm,1608000,home,1U,5580,CRIF,506,CIB,55-64,45.18034826,south,direct,1,51
34916,2019,cf,Male,nopre,p4,l1,nopc,nob/c,456500,3.625,0.04,6796.5,360,not_neg,not_int,not_lpsm,508000,home,1U,4620,EXP,608,CIB,25-34,89.86220472,North,direct,0,43
34917,2019,,Joint,nopre,p4,l1,nopc,nob/c,416500,4.5,0.6798,11772.02,360,not_neg,not_int,not_lpsm,438000,home,1U,7740,CRIF,786,EXP,25-34,95.0913242,south,direct,0,44
34918,2019,ncf,Male,nopre,p1,l1,nopc,nob/c,506500,3.125,-0.1224,0,180,not_neg,not_int,not_lpsm,838000,home,1U,14340,CIB,704,CIB,45-54,60.44152745,south,direct,0,24
34919,2019,cf,Male,nopre,p3,l1,nopc,nob/c,176500,4.75,0.4421,2040.05,360,not_neg,not_int,not_lpsm,248000,home,1U,2820,CRIF,501,CIB,>74,71.16935484,North,direct,0,35
34920,2019,cf,Male,nopre,p1,l1,nopc,nob/c,626500,3.875,-0.0851,16077.83,360,not_neg,not_int,not_lpsm,658000,home,1U,6180,CRIF,754,CIB,35-44,95.21276596,North,direct,0,48
